               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.065538,            0.054575,            0.055713,              0.7721,             0.18294,             0.16113,            0.073228,            0.043768,            0.043789,            0.045414,           0.0033302,           0.0033302,            0.070028
                   1,            0.052041,            0.047379,            0.034404,             0.78951,             0.25633,             0.25637,             0.13647,            0.040199,            0.039123,            0.033515,           0.0066195,           0.0066195,            0.039984
                   2,            0.049161,            0.047507,            0.028093,             0.85865,             0.26424,             0.29809,             0.15446,            0.040263,            0.038573,            0.027831,           0.0098649,           0.0098649,           0.0098963
                   3,            0.045457,            0.046374,            0.024121,             0.81414,             0.32688,             0.35935,             0.19088,            0.038209,            0.037755,            0.022893,            0.009802,            0.009802,            0.009802
                   4,            0.043254,            0.044912,            0.020185,             0.73257,             0.39026,             0.41267,             0.22278,              0.0377,            0.036678,            0.019788,            0.009802,            0.009802,            0.009802
                   5,            0.041644,            0.043219,            0.018351,             0.65808,             0.43926,             0.43316,             0.24563,            0.035896,            0.037208,            0.019262,            0.009736,            0.009736,            0.009736
                   6,             0.04007,            0.042281,             0.01686,              0.7617,             0.47766,             0.52088,             0.29766,            0.033775,            0.033961,            0.015194,             0.00967,             0.00967,             0.00967
                   7,             0.03922,            0.042429,             0.01563,             0.70619,              0.5282,             0.52877,             0.31209,            0.033399,            0.033818,            0.015027,            0.009604,            0.009604,            0.009604
                   8,            0.038694,            0.041387,            0.014776,             0.73278,             0.51239,             0.53827,             0.32273,            0.032404,            0.033384,            0.014412,            0.009538,            0.009538,            0.009538
                   9,            0.037847,            0.040991,            0.013834,              0.7117,              0.5494,             0.54705,             0.32459,             0.03243,            0.033301,            0.013862,            0.009472,            0.009472,            0.009472
                  10,            0.037394,            0.040165,            0.013331,              0.7305,             0.54271,             0.55727,             0.32901,            0.032634,            0.033313,            0.013292,            0.009406,            0.009406,            0.009406
                  11,            0.037054,             0.04023,            0.012958,              0.7369,             0.55019,             0.56864,             0.34589,            0.031544,            0.032679,            0.012719,             0.00934,             0.00934,             0.00934
                  12,            0.036909,            0.039725,            0.012363,             0.74918,             0.55595,             0.60618,             0.36827,            0.031305,            0.032128,            0.011657,            0.009274,            0.009274,            0.009274
                  13,            0.036481,             0.03944,            0.012393,             0.75064,             0.55875,             0.61796,             0.37327,             0.03093,            0.031971,             0.01135,            0.009208,            0.009208,            0.009208
                  14,             0.03622,            0.039347,            0.011842,             0.67346,             0.64314,              0.6366,             0.38683,            0.030885,            0.031829,            0.011062,            0.009142,            0.009142,            0.009142
                  15,            0.036058,            0.039608,             0.01143,              0.7305,             0.61299,             0.63144,             0.38411,            0.030762,            0.032012,            0.011223,            0.009076,            0.009076,            0.009076
                  16,            0.035943,            0.038598,             0.01137,              0.7424,             0.61103,             0.63306,             0.38353,            0.030737,            0.031791,            0.010908,             0.00901,             0.00901,             0.00901
                  17,            0.035536,            0.038441,             0.01104,             0.74779,             0.61673,             0.64231,             0.39222,            0.030729,            0.031583,            0.010765,            0.008944,            0.008944,            0.008944
                  18,            0.035463,            0.038504,            0.010618,             0.75595,             0.62052,             0.64956,             0.39782,            0.030401,            0.031444,            0.010459,            0.008878,            0.008878,            0.008878
                  19,            0.035419,            0.037946,            0.010663,             0.76848,             0.60667,              0.6523,             0.40272,            0.030298,            0.031322,            0.010457,            0.008812,            0.008812,            0.008812
                  20,            0.035183,            0.038232,            0.010558,             0.75162,             0.63949,             0.65931,             0.40816,            0.030201,            0.031278,            0.010091,            0.008746,            0.008746,            0.008746
                  21,            0.035483,            0.038458,            0.010464,             0.78147,             0.60838,             0.66398,             0.40819,            0.029988,            0.031111,            0.010029,             0.00868,             0.00868,             0.00868
                  22,            0.034933,            0.037505,            0.010248,             0.71593,             0.65304,             0.67182,             0.41602,            0.029907,            0.030992,           0.0098421,            0.008614,            0.008614,            0.008614
                  23,            0.035029,            0.038007,            0.010091,             0.72709,             0.64695,             0.67242,             0.41676,            0.029921,            0.031034,           0.0099434,            0.008548,            0.008548,            0.008548
                  24,             0.03483,            0.037505,           0.0098298,             0.69364,             0.64485,               0.676,             0.42178,             0.02975,            0.030878,           0.0096021,            0.008482,            0.008482,            0.008482
                  25,             0.03484,            0.037902,             0.00984,             0.75425,             0.65059,             0.68299,             0.42591,            0.029625,            0.030699,           0.0093522,            0.008416,            0.008416,            0.008416
                  26,            0.034748,            0.038024,           0.0093138,             0.77593,             0.63355,             0.68117,             0.42593,            0.029524,             0.03068,           0.0093271,             0.00835,             0.00835,             0.00835
                  27,             0.03457,            0.037524,           0.0092191,             0.69515,             0.66076,             0.68674,              0.4305,            0.029344,            0.030645,           0.0093263,            0.008284,            0.008284,            0.008284
                  28,            0.034388,            0.037498,           0.0091899,             0.70815,             0.66192,             0.69284,             0.43304,            0.029345,            0.030613,            0.009092,            0.008218,            0.008218,            0.008218
                  29,            0.034406,             0.03758,           0.0090963,             0.77789,             0.65309,             0.69212,             0.43376,            0.029253,            0.030445,           0.0091633,            0.008152,            0.008152,            0.008152
                  30,            0.034235,            0.037334,           0.0088752,              0.7585,             0.65872,             0.69217,             0.43581,            0.029221,            0.030445,           0.0090821,            0.008086,            0.008086,            0.008086
                  31,            0.033988,            0.037271,           0.0087492,             0.66949,             0.69098,             0.69456,             0.43683,            0.029228,            0.030404,           0.0089497,             0.00802,             0.00802,             0.00802
                  32,            0.034422,             0.03726,           0.0087668,              0.7915,             0.62291,             0.69293,             0.43861,             0.02916,            0.030411,            0.008888,            0.007954,            0.007954,            0.007954
                  33,            0.033945,            0.037043,           0.0085988,             0.77826,             0.63835,             0.69761,             0.44262,            0.029024,            0.030267,           0.0087506,            0.007888,            0.007888,            0.007888
                  34,            0.033919,             0.03625,           0.0085891,             0.77006,             0.66525,             0.70099,             0.44208,            0.029001,            0.030262,            0.008769,            0.007822,            0.007822,            0.007822
                  35,            0.033769,             0.03655,           0.0084079,             0.66403,             0.71735,             0.70886,             0.44472,            0.028964,             0.03022,           0.0087116,            0.007756,            0.007756,            0.007756
                  36,            0.033897,            0.036475,            0.008443,             0.75198,             0.67698,              0.7111,             0.44964,             0.02889,            0.030198,           0.0086675,             0.00769,             0.00769,             0.00769
                  37,            0.033969,            0.036571,           0.0084223,             0.64913,             0.70626,             0.70765,             0.44687,            0.028873,            0.030194,           0.0086061,            0.007624,            0.007624,            0.007624
                  38,            0.033869,            0.036391,           0.0083355,              0.7673,             0.64719,             0.70567,             0.44929,            0.028823,            0.030159,           0.0085652,            0.007558,            0.007558,            0.007558
                  39,            0.033612,            0.036157,           0.0084371,             0.74816,             0.67285,             0.70691,             0.45063,            0.028769,            0.030128,           0.0085324,            0.007492,            0.007492,            0.007492
                  40,            0.033908,            0.036744,           0.0082088,              0.6561,             0.70662,             0.70471,             0.44954,            0.028759,            0.030095,           0.0085349,            0.007426,            0.007426,            0.007426
                  41,            0.033749,            0.036051,           0.0081933,             0.76769,              0.6698,             0.70824,             0.45152,            0.028733,            0.030065,           0.0084854,             0.00736,             0.00736,             0.00736
                  42,            0.033281,            0.035763,           0.0079278,              0.7652,             0.66986,             0.71007,             0.45333,            0.028691,             0.03004,           0.0084903,            0.007294,            0.007294,            0.007294
                  43,            0.033499,             0.03618,            0.007939,             0.76514,             0.66556,             0.71136,             0.45419,            0.028653,            0.030019,           0.0084836,            0.007228,            0.007228,            0.007228
                  44,            0.033436,            0.036013,           0.0079006,             0.66801,             0.71323,              0.7129,             0.45556,            0.028641,            0.030038,           0.0084523,            0.007162,            0.007162,            0.007162
                  45,            0.033514,            0.035839,           0.0079183,             0.67502,             0.70814,             0.71373,             0.45501,            0.028713,            0.030097,           0.0083894,            0.007096,            0.007096,            0.007096
                  46,            0.033471,            0.036653,           0.0076718,             0.68398,             0.69824,             0.71184,             0.45417,            0.028662,            0.030076,           0.0083634,             0.00703,             0.00703,             0.00703
                  47,            0.033299,            0.035771,           0.0074864,             0.66219,             0.71717,             0.71109,             0.45436,            0.028595,            0.030031,           0.0083378,            0.006964,            0.006964,            0.006964
                  48,            0.033123,            0.035871,           0.0073086,               0.688,              0.7088,              0.7147,             0.45581,             0.02854,            0.030019,           0.0083403,            0.006898,            0.006898,            0.006898
                  49,            0.032979,            0.035339,           0.0073845,              0.6843,             0.71236,             0.71545,             0.45747,            0.028524,            0.030009,           0.0082855,            0.006832,            0.006832,            0.006832
                  50,            0.033102,            0.035996,           0.0073307,             0.71858,             0.69162,             0.71607,             0.45691,            0.028515,             0.02999,           0.0082616,            0.006766,            0.006766,            0.006766
                  51,            0.032992,             0.03563,           0.0073528,             0.71341,             0.69965,             0.71772,             0.45882,            0.028493,            0.029983,           0.0082514,              0.0067,              0.0067,              0.0067
                  52,            0.032756,            0.035239,           0.0072796,             0.70124,             0.70421,             0.71959,             0.45969,            0.028481,            0.029979,           0.0082486,            0.006634,            0.006634,            0.006634
                  53,            0.032983,            0.035042,           0.0070619,             0.64936,             0.74289,             0.72089,             0.45998,             0.02846,            0.029968,           0.0082559,            0.006568,            0.006568,            0.006568
                  54,            0.032922,            0.035545,           0.0071231,             0.65186,             0.74312,             0.72239,             0.45992,            0.028445,            0.029966,           0.0082563,            0.006502,            0.006502,            0.006502
                  55,            0.032793,             0.03518,           0.0070387,             0.66316,             0.73746,             0.72164,             0.45864,            0.028439,            0.029961,           0.0082484,            0.006436,            0.006436,            0.006436
                  56,            0.032592,            0.034841,           0.0070207,             0.68224,             0.72259,             0.72107,             0.45924,            0.028432,            0.029971,           0.0082449,             0.00637,             0.00637,             0.00637
                  57,             0.03262,             0.03474,           0.0069416,             0.69021,             0.71894,             0.71983,              0.4597,            0.028416,            0.029965,           0.0082452,            0.006304,            0.006304,            0.006304
                  58,            0.032798,            0.035521,            0.006951,             0.69874,             0.71241,             0.71874,             0.45986,            0.028407,            0.029968,           0.0082333,            0.006238,            0.006238,            0.006238
                  59,            0.032696,            0.035186,            0.006804,             0.66942,             0.72971,             0.71909,             0.45936,            0.028392,            0.029964,           0.0082354,            0.006172,            0.006172,            0.006172
                  60,            0.032366,            0.034623,           0.0066311,             0.69464,              0.7102,             0.71841,             0.45913,            0.028382,            0.029961,           0.0082366,            0.006106,            0.006106,            0.006106
                  61,            0.032368,            0.034758,           0.0068734,             0.70601,             0.70538,             0.71857,             0.45921,            0.028375,            0.029965,           0.0082402,             0.00604,             0.00604,             0.00604
                  62,             0.03266,            0.034884,           0.0065715,             0.65243,             0.74614,             0.71938,             0.45966,             0.02837,            0.029965,           0.0082429,            0.005974,            0.005974,            0.005974
                  63,            0.032272,            0.034301,            0.006587,             0.65545,             0.74184,             0.71877,             0.45926,            0.028364,            0.029968,           0.0082484,            0.005908,            0.005908,            0.005908
                  64,            0.032414,            0.034819,           0.0064333,             0.65263,             0.74407,             0.71852,             0.45951,            0.028363,            0.029972,           0.0082486,            0.005842,            0.005842,            0.005842
                  65,            0.032181,            0.034506,           0.0063412,             0.65639,             0.73946,             0.71803,             0.45911,            0.028358,            0.029977,           0.0082482,            0.005776,            0.005776,            0.005776
                  66,            0.032397,             0.03473,           0.0061564,             0.66222,             0.73362,             0.71777,              0.4589,            0.028353,            0.029981,            0.008252,             0.00571,             0.00571,             0.00571
                  67,            0.032139,            0.034206,           0.0062498,             0.65567,             0.73571,             0.71704,             0.45821,            0.028349,            0.029983,           0.0082531,            0.005644,            0.005644,            0.005644
                  68,            0.032148,            0.034323,           0.0061191,             0.64618,             0.74252,             0.71662,             0.45809,            0.028343,            0.029988,           0.0082506,            0.005578,            0.005578,            0.005578
                  69,            0.031929,            0.034064,           0.0060338,             0.64014,             0.74667,             0.71606,             0.45801,            0.028339,            0.029998,           0.0082531,            0.005512,            0.005512,            0.005512
                  70,            0.032131,            0.034318,           0.0061751,             0.72418,             0.68985,             0.71603,             0.45789,            0.028336,            0.030003,           0.0082576,            0.005446,            0.005446,            0.005446
                  71,            0.031825,             0.03386,           0.0059646,             0.72449,             0.68947,             0.71615,              0.4576,            0.028332,            0.030005,           0.0082616,             0.00538,             0.00538,             0.00538
                  72,            0.032049,             0.03406,           0.0059377,             0.73191,             0.68396,             0.71627,             0.45789,             0.02833,            0.030006,           0.0082681,            0.005314,            0.005314,            0.005314
                  73,            0.031845,            0.034534,           0.0058012,              0.7388,             0.67155,             0.71631,             0.45796,            0.028326,            0.030011,           0.0082746,            0.005248,            0.005248,            0.005248
                  74,            0.031914,            0.033816,           0.0059793,             0.74298,             0.66831,             0.71759,             0.45849,            0.028321,             0.03001,           0.0082794,            0.005182,            0.005182,            0.005182
                  75,            0.031968,            0.034668,           0.0060027,              0.7443,             0.66758,             0.71735,             0.45821,            0.028317,            0.030012,           0.0082855,            0.005116,            0.005116,            0.005116
                  76,            0.031835,            0.034057,           0.0057756,             0.74564,             0.66678,              0.7171,              0.4582,            0.028315,            0.030017,           0.0082901,             0.00505,             0.00505,             0.00505
                  77,             0.03176,            0.033566,           0.0058596,             0.66863,              0.7211,             0.71721,             0.45843,            0.028312,            0.030019,           0.0082991,            0.004984,            0.004984,            0.004984
                  78,            0.031625,            0.033253,           0.0057654,             0.66788,             0.72136,             0.71666,             0.45802,            0.028307,            0.030023,           0.0083037,            0.004918,            0.004918,            0.004918
                  79,            0.031507,            0.033214,           0.0057236,             0.65876,             0.72884,             0.71663,             0.45789,            0.028308,            0.030029,           0.0083083,            0.004852,            0.004852,            0.004852
                  80,             0.03144,            0.032917,           0.0054789,             0.66025,             0.72818,             0.71697,             0.45811,            0.028306,            0.030031,           0.0083105,            0.004786,            0.004786,            0.004786
                  81,            0.031465,            0.033124,            0.005481,             0.65978,             0.72991,             0.71665,             0.45802,            0.028305,            0.030035,           0.0083147,             0.00472,             0.00472,             0.00472
                  82,            0.031498,            0.033521,           0.0055246,              0.6591,             0.73159,             0.71686,             0.45819,            0.028302,            0.030041,           0.0083156,            0.004654,            0.004654,            0.004654
                  83,            0.031305,            0.033347,           0.0052246,             0.66306,             0.72921,             0.71675,             0.45773,            0.028298,            0.030041,           0.0083175,            0.004588,            0.004588,            0.004588
                  84,             0.03105,            0.032322,            0.005231,             0.66049,              0.7333,             0.71606,             0.45738,            0.028295,            0.030051,            0.008318,            0.004522,            0.004522,            0.004522
                  85,            0.031343,            0.033042,           0.0052141,             0.66335,             0.72984,             0.71553,             0.45742,            0.028294,             0.03006,           0.0083218,            0.004456,            0.004456,            0.004456
                  86,            0.031074,            0.032703,           0.0050176,             0.66181,             0.73289,             0.71554,             0.45728,            0.028296,            0.030063,           0.0083247,             0.00439,             0.00439,             0.00439
                  87,            0.030961,            0.032702,           0.0052671,             0.66507,             0.72948,             0.71561,             0.45812,            0.028296,            0.030073,           0.0083246,            0.004324,            0.004324,            0.004324
                  88,            0.031078,            0.032978,           0.0048785,             0.66496,             0.72959,             0.71563,             0.45808,            0.028298,             0.03008,           0.0083297,            0.004258,            0.004258,            0.004258
                  89,            0.030833,            0.032448,           0.0049269,             0.66165,             0.73239,             0.71562,             0.45795,            0.028299,            0.030085,           0.0083346,            0.004192,            0.004192,            0.004192
                  90,            0.030845,            0.032684,           0.0047808,             0.66289,             0.73187,             0.71524,             0.45779,              0.0283,            0.030091,           0.0083412,            0.004126,            0.004126,            0.004126
                  91,            0.030863,            0.032405,           0.0047578,             0.66301,             0.73231,             0.71485,             0.45787,            0.028304,              0.0301,           0.0083472,             0.00406,             0.00406,             0.00406
                  92,            0.030969,            0.032701,           0.0049767,             0.67074,             0.72565,             0.71509,             0.45819,            0.028305,            0.030103,           0.0083515,            0.003994,            0.003994,            0.003994
                  93,            0.030854,            0.032907,           0.0046543,             0.66976,             0.72524,              0.7146,             0.45757,            0.028305,            0.030112,           0.0083543,            0.003928,            0.003928,            0.003928
                  94,            0.030512,             0.03193,           0.0046337,             0.67122,             0.72352,             0.71443,             0.45746,            0.028308,            0.030119,           0.0083625,            0.003862,            0.003862,            0.003862
                  95,            0.030544,            0.031703,           0.0046182,             0.67421,             0.72012,             0.71408,             0.45732,             0.02831,            0.030129,           0.0083716,            0.003796,            0.003796,            0.003796
                  96,            0.030448,            0.031837,           0.0045424,             0.67391,             0.72089,             0.71378,             0.45699,            0.028313,            0.030142,           0.0083802,             0.00373,             0.00373,             0.00373
                  97,            0.030559,            0.032186,           0.0045341,             0.67458,             0.72091,             0.71323,             0.45687,            0.028317,            0.030152,            0.008389,            0.003664,            0.003664,            0.003664
                  98,             0.03042,            0.032058,           0.0044204,             0.67615,             0.71774,             0.71292,             0.45685,            0.028323,            0.030161,           0.0083987,            0.003598,            0.003598,            0.003598
                  99,            0.030192,            0.031308,           0.0043404,             0.67829,             0.71653,             0.71268,             0.45691,            0.028328,            0.030171,           0.0084067,            0.003532,            0.003532,            0.003532
                 100,            0.030322,             0.03161,           0.0041405,             0.69338,             0.70456,             0.71247,             0.45663,            0.028332,            0.030184,           0.0084135,            0.003466,            0.003466,            0.003466
                 101,            0.030027,            0.030905,           0.0042059,             0.68948,              0.7097,             0.71248,             0.45611,            0.028335,            0.030192,           0.0084228,              0.0034,              0.0034,              0.0034
                 102,            0.030096,            0.031472,            0.004225,             0.68764,             0.71232,             0.71249,             0.45603,            0.028339,            0.030205,           0.0084319,            0.003334,            0.003334,            0.003334
                 103,            0.030108,            0.031725,            0.004278,             0.68562,             0.71294,             0.71244,             0.45589,            0.028342,            0.030211,           0.0084395,            0.003268,            0.003268,            0.003268
                 104,            0.029963,            0.031231,           0.0041357,             0.68864,             0.70891,              0.7096,             0.45526,            0.028346,            0.030224,           0.0084518,            0.003202,            0.003202,            0.003202
                 105,             0.02965,            0.030891,           0.0038594,             0.69127,             0.70712,              0.7105,              0.4556,            0.028349,            0.030234,           0.0084657,            0.003136,            0.003136,            0.003136
                 106,             0.02988,            0.031455,           0.0040179,             0.69099,             0.70867,             0.71239,             0.45559,            0.028354,            0.030251,           0.0084791,             0.00307,             0.00307,             0.00307
                 107,            0.029751,            0.031141,           0.0039259,             0.69139,             0.70893,             0.71219,             0.45543,             0.02836,            0.030268,           0.0084919,            0.003004,            0.003004,            0.003004
                 108,             0.02966,            0.030795,           0.0038569,             0.69346,             0.70677,             0.70971,             0.45526,            0.028363,            0.030287,           0.0085076,            0.002938,            0.002938,            0.002938
